state_ansi	county_ansi	state_alpha	county_name	commodity	value
12	101	FL	PASCO	HAY	16,696
17	099	IL	LA SALLE	HAY	(D)
29	063	MO	DE KALB	HAY	(D)
22	045	LA	IBERIA	HAY	1,899
18	025	IN	CRAWFORD	HAY	18
39	007	OH	ASHTABULA	HAY	12,333
47	091	TN	JOHNSON	HAY	249
40	137	OK	STEPHENS	HAY	24,121
13	163	GA	JEFFERSON	HAY	146
48	487	TX	WILBARGER	HAY	3,131
40	025	OK	CIMARRON	HAY	15,258
16	077	ID	POWER	SOD	(D)
37	013	NC	BEAUFORT	HAY	249
21	059	KY	DAVIESS	HAY	6
19	073	IA	GREENE	HAY	4,228
20	183	KS	SMITH	HAY	4,837
55	133	WI	WAUKESHA	HAY	5,838
21	067	KY	FAYETTE	HAY	15,981
20	159	KS	RICE	HAY	17,911
31	151	NE	SALINE	HAY	3,802
01	029	AL	CLEBURNE	HAY	(D)
01	095	AL	MARSHALL	HAY	125
20	105	KS	LINCOLN	HAY	7,700
48	067	TX	CASS	HAY	(D)
22	005	LA	ASCENSION	HAY	2,194
55	081	WI	MONROE	HAY	9
48	233	TX	HUTCHINSON	HAY	4,223
18	157	IN	TIPPECANOE	HAY	(D)
41	019	OR	DOUGLAS	HAY	289
38	075	ND	RENVILLE	HAY	5,570
17	061	IL	GREENE	HAY	3,059
48	381	TX	RANDALL	HAY	7,864
35	043	NM	SANDOVAL	HAY	(D)
08	051	CO	GUNNISON	HAY	32,264
19	131	IA	MITCHELL	HAY	3,757
48	277	TX	LAMAR	HAY	1,233
20	197	KS	WABAUNSEE	HAY	(D)
06	089	CA	SHASTA	HAY	9,497
01	033	AL	COLBERT	HAY	90
20	021	KS	CHEROKEE	HAY	926
56	029	WY	PARK	HAY	(D)
55	055	WI	JEFFERSON	HAY	1,507
08	001	CO	ADAMS	HAY	5,773
20	009	KS	BARTON	HAY	39,343
20	119	KS	MEADE	HAY	6,450
47	023	TN	CHESTER	HAY	5,746
17	167	IL	SANGAMON	HAY	(D)
40	153	OK	WOODWARD	HAY	1,467
21	109	KY	JACKSON	HAY	22
47	175	TN	VAN BUREN	HAY	6,553
20	153	KS	RAWLINS	HAY	1,750
39	097	OH	MADISON	HAY	82
05	097	AR	MONTGOMERY	HAY	50
47	097	TN	LAUDERDALE	HAY	(D)
13	157	GA	JACKSON	HAY	814
20	001	KS	ALLEN	HAY	1,107
18	127	IN	PORTER	HAY	660
35	033	NM	MORA	GRASSES & LEGUMES TOTALS	(D)
01	051	AL	ELMORE	HAY	4,581
20	185	KS	STAFFORD	HAY	5,254
53	025	WA	GRANT	HAY	115,997
38	059	ND	MORTON	HAY	2,114
46	067	SD	HUTCHINSON	HAY	5,432
47	181	TN	WAYNE	HAY	(D)
39	001	OH	ADAMS	HAY	(D)
49	011	UT	DAVIS	HAY	1,728
06	073	CA	SAN DIEGO	HAY	1,123
53	037	WA	KITTITAS	HAY	23,969
47	147	TN	ROBERTSON	HAY	(D)
01	125	AL	TUSCALOOSA	HAY	5,465
41	057	OR	TILLAMOOK	HAY	1,282
38	105	ND	WILLIAMS	HAY	12,632
19	151	IA	POCAHONTAS	HAY	1,411
48	147	TX	FANNIN	HAY	1,031
05	039	AR	DALLAS	HAY	2,171
40	011	OK	BLAINE	HAY	137
26	139	MI	OTTAWA	HAY	(D)
46	019	SD	BUTTE	HAY	27,124
38	003	ND	BARNES	HAY	17,286
38	019	ND	CAVALIER	HAY	945
26	025	MI	CALHOUN	HAY	1,568
19	101	IA	JEFFERSON	HAY	9,045
13	209	GA	MONTGOMERY	HAY	36
55	051	WI	IRON	HAY	1,640
10	005	DE	SUSSEX	HAY	101
40	077	OK	LATIMER	HAY	19,973
31	077	NE	GREELEY	HAY	(D)
31	067	NE	GAGE	SOD	(D)
47	155	TN	SEVIER	HAY	10,143
40	063	OK	HUGHES	HAY	1,181
55	107	WI	RUSK	HAY	9,692
56	045	WY	WESTON	HAY	1,359
36	113	NY	WARREN	HAY	(D)
47	041	TN	DE KALB	HAY	125
13	137	GA	HABERSHAM	HAY	4,076
48	165	TX	GAINES	HAY	29,374
46	105	SD	PERKINS	HAY	164,695
56	003	WY	BIG HORN	GRASSES & LEGUMES TOTALS	1,120
45	011	SC	BARNWELL	HAY	3,247
48	185	TX	GRIMES	HAY	36,388
08	077	CO	MESA	HAY	23,207
05	117	AR	PRAIRIE	HAY	(D)
48	077	TX	CLAY	HAY	496
13	147	GA	HART	HAY	7,718
05	107	AR	PHILLIPS	HAY	2,625
30	081	MT	RAVALLI	HAY	13,125
31	025	NE	CASS	GRASSES & LEGUMES TOTALS	(D)
28	003	MS	ALCORN	HAY	8,297
01	109	AL	PIKE	HAY	299
45	053	SC	JASPER	SOD	(D)
08	107	CO	ROUTT	HAY	41,929
29	203	MO	SHANNON	HAY	14,054
31	083	NE	HARLAN	HAY	3,280
48	311	TX	MCMULLEN	HAY	1,320
13	279	GA	TOOMBS	HAY	(D)
40	095	OK	MARSHALL	HAY	11,254
56	015	WY	GOSHEN	SOD	(D)
48	129	TX	DONLEY	HAY	7,800
01	115	AL	SAINT CLAIR	HAY	12,320
47	077	TN	HENDERSON	HAY	12,361
53	015	WA	COWLITZ	HAY	4,151
19	121	IA	MADISON	HAY	20,275
24	043	MD	WASHINGTON	HAY	3
06	047	CA	MERCED	SOD	(D)
13	233	GA	POLK	HAY	7,701
47	079	TN	HENRY	HAY	85
39	089	OH	LICKING	HAY	11,496
28	049	MS	HINDS	HAY	10,830
39	041	OH	DELAWARE	HAY	2,879
26	033	MI	CHIPPEWA	SOD	(D)
48	299	TX	LLANO	HAY	3,769
40	131	OK	ROGERS	HAY	642
47	111	TN	MACON	HAY	20,599
12	127	FL	VOLUSIA	HAY	79
29	047	MO	CLAY	HAY	111
08	105	CO	RIO GRANDE	HAY	38,979
27	005	MN	BECKER	HAY	30,629
47	131	TN	OBION	HAY	(D)
49	027	UT	MILLARD	GRASSES & LEGUMES TOTALS	265
21	199	KY	PULASKI	HAY	3,347
31	053	NE	DODGE	HAY	5,121
38	095	ND	TOWNER	HAY	2,044
48	323	TX	MAVERICK	HAY	4,799
46	049	SD	FAULK	HAY	40,197
51	163	VA	ROCKBRIDGE	HAY	19,611
20	169	KS	SALINE	HAY	22,615
20	035	KS	COWLEY	HAY	25,012
49	041	UT	SEVIER	GRASSES & LEGUMES TOTALS	(D)
26	011	MI	ARENAC	HAY	4,405
30	089	MT	SANDERS	HAY	8,103
40	139	OK	TEXAS	HAY	20,253
17	181	IL	UNION	HAY	11,407
13	225	GA	PEACH	HAY	833
12	123	FL	TAYLOR	HAY	1,016
13	273	GA	TERRELL	HAY	(D)
44	001	RI	BRISTOL	HAY	(D)
29	015	MO	BENTON	HAY	78
23	005	ME	CUMBERLAND	HAY	127
48	431	TX	STERLING	HAY	1,236
18	027	IN	DAVIESS	HAY	2,358
20	157	KS	REPUBLIC	HAY	2,395
30	009	MT	CARBON	GRASSES & LEGUMES TOTALS	221
29	195	MO	SALINE	HAY	13,702
05	105	AR	PERRY	HAY	448
05	101	AR	NEWTON	HAY	9,270
48	245	TX	JEFFERSON	HAY	555
54	035	WV	JACKSON	HAY	962
17	147	IL	PIATT	HAY	923
48	217	TX	HILL	HAY	40,512
20	115	KS	MARION	HAY	(D)
45	031	SC	DARLINGTON	HAY	56
01	057	AL	FAYETTE	HAY	254
06	025	CA	IMPERIAL	HAY	422,668
01	041	AL	CRENSHAW	HAY	11,927
29	009	MO	BARRY	GRASSES & LEGUMES TOTALS	1,253
20	101	KS	LANE	GRASSES & LEGUMES TOTALS	1,890
51	019	VA	BEDFORD	HAY	2,889
31	179	NE	WAYNE	HAY	465
27	079	MN	LE SUEUR	HAY	(D)
45	091	SC	YORK	HAY	(D)
48	021	TX	BASTROP	HAY	573
06	105	CA	TRINITY	HAY	615
24	013	MD	CARROLL	HAY	469
21	005	KY	ANDERSON	HAY	27
55	115	WI	SHAWANO	HAY	2,741
17	191	IL	WAYNE	HAY	6,125
21	031	KY	BUTLER	HAY	382
29	157	MO	PERRY	HAY	1,873
37	131	NC	NORTHAMPTON	HAY	(D)
20	031	KS	COFFEY	HAY	3,988
32	033	NV	WHITE PINE	HAY	3,547
56	043	WY	WASHAKIE	HAY	4,032
47	067	TN	HANCOCK	HAY	9,011
48	071	TX	CHAMBERS	HAY	81
39	059	OH	GUERNSEY	HAY	5,251
48	205	TX	HARTLEY	HAY	25,371
18	005	IN	BARTHOLOMEW	HAY	(D)
29	053	MO	COOPER	GRASSES & LEGUMES TOTALS	540
26	073	MI	ISABELLA	HAY	21,788
27	163	MN	WASHINGTON	HAY	3,578
12	047	FL	HAMILTON	HAY	5,179
48	135	TX	ECTOR	HAY	(D)
24	033	MD	PRINCE GEORGES	HAY	(D)
48	337	TX	MONTAGUE	HAY	756
35	045	NM	SAN JUAN	GRASSES & LEGUMES TOTALS	91
01	039	AL	COVINGTON	HAY	11,615
29	071	MO	FRANKLIN	HAY	38,405
37	007	NC	ANSON	HAY	208
40	133	OK	SEMINOLE	HAY	24,340
36	123	NY	YATES	GRASSES & LEGUMES TOTALS	426
29	031	MO	CAPE GIRARDEAU	HAY	248
37	081	NC	GUILFORD	HAY	11,103
20	165	KS	RUSH	HAY	4,757
29	171	MO	PUTNAM	HAY	4,070
30	103	MT	TREASURE	HAY	4,812
29	057	MO	DADE	HAY	41,360
33	017	NH	STRAFFORD	HAY	3,481
42	013	PA	BLAIR	HAY	(D)
16	081	ID	TETON	HAY	16,033
17	037	IL	DE KALB	HAY	3,850
12	035	FL	FLAGLER	SOD	3,172
26	059	MI	HILLSDALE	HAY	16,648
01	085	AL	LOWNDES	HAY	90
19	115	IA	LOUISA	HAY	(D)
13	321	GA	WORTH	SOD	178
29	103	MO	KNOX	HAY	16,883
49	029	UT	MORGAN	HAY	5,293
17	005	IL	BOND	HAY	1,069
55	135	WI	WAUPACA	GRASSES & LEGUMES TOTALS	(D)
39	125	OH	PAULDING	HAY	54
26	039	MI	CRAWFORD	HAY	(D)
37	181	NC	VANCE	HAY	2,402
13	131	GA	GRADY	HAY	1,352
47	031	TN	COFFEE	HAY	(D)
13	103	GA	EFFINGHAM	HAY	(D)
20	039	KS	DECATUR	HAY	12,379
13	129	GA	GORDON	HAY	140
26	021	MI	BERRIEN	HAY	(D)
10	005	DE	SUSSEX	HAY	(D)
39	013	OH	BELMONT	HAY	25,424
47	049	TN	FENTRESS	HAY	74
17	165	IL	SALINE	HAY	524
31	055	NE	DOUGLAS	HAY	2,108
46	049	SD	FAULK	HAY	23,484
55	047	WI	GREEN LAKE	HAY	1,301
40	045	OK	ELLIS	HAY	16,446
13	249	GA	SCHLEY	HAY	(D)
16	087	ID	WASHINGTON	HAY	4,348
40	101	OK	MUSKOGEE	HAY	1,455
05	115	AR	POPE	HAY	36,369
37	097	NC	IREDELL	HAY	17,993
29	209	MO	STONE	HAY	12,605
54	063	WV	MONROE	HAY	15
40	047	OK	GARFIELD	HAY	(D)
47	089	TN	JEFFERSON	HAY	21,975
48	165	TX	GAINES	HAY	16,705
20	037	KS	CRAWFORD	HAY	24,015
18	035	IN	DELAWARE	HAY	1,869
01	025	AL	CLARKE	HAY	450
54	061	WV	MONONGALIA	HAY	(D)
29	025	MO	CALDWELL	HAY	18
35	013	NM	DONA ANA	HAY	6,971
47	151	TN	SCOTT	HAY	4,652
09	003	CT	HARTFORD	HAY	4,005
48	217	TX	HILL	HAY	642
48	423	TX	SMITH	HAY	966
29	153	MO	OZARK	HAY	(D)
49	013	UT	DUCHESNE	SOD	54
27	047	MN	FREEBORN	SOD	(D)
46	097	SD	MINER	HAY	9,901
19	053	IA	DECATUR	HAY	26,475
29	093	MO	IRON	HAY	1,500
37	163	NC	SAMPSON	SOD	(D)
40	131	OK	ROGERS	HAY	(D)
17	059	IL	GALLATIN	HAY	1,066
31	037	NE	COLFAX	HAY	7,388
21	137	KY	LINCOLN	HAY	35
08	123	CO	WELD	HAY	27,810
29	053	MO	COOPER	HAY	25,064
31	163	NE	SHERMAN	HAY	10,622
48	279	TX	LAMB	HAY	16,558
40	031	OK	COMANCHE	SOD	(D)
18	127	IN	PORTER	HAY	4
48	045	TX	BRISCOE	HAY	(D)
48	447	TX	THROCKMORTON	HAY	(D)
27	013	MN	BLUE EARTH	HAY	1,559
47	055	TN	GILES	HAY	37,488
20	191	KS	SUMNER	HAY	(D)
53	069	WA	WAHKIAKUM	HAY	1,347
28	143	MS	TUNICA	HAY	1,600
39	001	OH	ADAMS	HAY	2,583
41	049	OR	MORROW	SOD	(D)
37	089	NC	HENDERSON	HAY	3,410
49	011	UT	DAVIS	HAY	1,992
01	123	AL	TALLAPOOSA	HAY	72
18	087	IN	LAGRANGE	HAY	1,815
26	125	MI	OAKLAND	HAY	4,671
39	093	OH	LORAIN	HAY	3,034
05	067	AR	JACKSON	HAY	3,253
48	477	TX	WASHINGTON	HAY	514
48	371	TX	PECOS	HAY	(D)
48	143	TX	ERATH	HAY	198
01	083	AL	LIMESTONE	HAY	71
48	089	TX	COLORADO	HAY	661
46	102	SD	OGLALA LAKOTA	HAY	10,787
08	045	CO	GARFIELD	HAY	25,060
40	137	OK	STEPHENS	HAY	247
18	103	IN	MIAMI	HAY	(D)
12	095	FL	ORANGE	HAY	2,116
20	135	KS	NESS	HAY	2,175
27	069	MN	KITTSON	HAY	36
42	073	PA	LAWRENCE	HAY	(D)
21	031	KY	BUTLER	HAY	12,366
47	029	TN	COCKE	HAY	11,887
29	115	MO	LINN	HAY	2,129
40	055	OK	GREER	HAY	9,244
21	143	KY	LYON	HAY	(D)
46	121	SD	TODD	HAY	4,217
39	083	OH	KNOX	HAY	(D)
20	189	KS	STEVENS	HAY	3,303
48	003	TX	ANDREWS	HAY	1,538
12	005	FL	BAY	SOD	(D)
54	009	WV	BROOKE	HAY	1,669
40	027	OK	CLEVELAND	HAY	21,143
46	041	SD	DEWEY	HAY	(D)
06	099	CA	STANISLAUS	HAY	17,403
47	123	TN	MONROE	HAY	30
24	003	MD	ANNE ARUNDEL	HAY	5,451
01	063	AL	GREENE	HAY	4,723
32	027	NV	PERSHING	HAY	(D)
55	021	WI	COLUMBIA	HAY	(D)
19	121	IA	MADISON	SOD	(D)
42	073	PA	LAWRENCE	HAY	(D)
37	045	NC	CLEVELAND	HAY	17,868
48	297	TX	LIVE OAK	HAY	1,290
32	019	NV	LYON	HAY	36,176
47	143	TN	RHEA	HAY	13,328
18	173	IN	WARRICK	HAY	3,935
23	025	ME	SOMERSET	HAY	500
33	017	NH	STRAFFORD	HAY	2,317
17	047	IL	EDWARDS	HAY	1,799
39	109	OH	MIAMI	HAY	2,991
37	053	NC	CURRITUCK	HAY	85
39	007	OH	ASHTABULA	HAY	51
38	091	ND	STEELE	HAY	6,731
21	071	KY	FLOYD	HAY	205
54	021	WV	GILMER	HAY	5,725
36	107	NY	TIOGA	HAY	13,678
30	065	MT	MUSSELSHELL	HAY	2,085
31	129	NE	NUCKOLLS	HAY	2,819
48	383	TX	REAGAN	HAY	(D)
42	043	PA	DAUPHIN	HAY	(D)
13	003	GA	ATKINSON	HAY	378
42	003	PA	ALLEGHENY	HAY	5,473
34	041	NJ	WARREN	HAY	2,529
48	095	TX	CONCHO	HAY	2,392
20	075	KS	HAMILTON	HAY	7,901
26	101	MI	MANISTEE	HAY	1,164
39	105	OH	MEIGS	HAY	10,071
05	035	AR	CRITTENDEN	SOD	(D)
48	149	TX	FAYETTE	HAY	39,392
55	121	WI	TREMPEALEAU	HAY	(D)
45	007	SC	ANDERSON	HAY	32,600
41	027	OR	HOOD RIVER	HAY	793
20	043	KS	DONIPHAN	HAY	577
20	137	KS	NORTON	HAY	721
04	025	AZ	YAVAPAI	HAY	596
15	007	HI	KAUAI	SOD	6
46	021	SD	CAMPBELL	HAY	333
12	069	FL	LAKE	HAY	906
31	009	NE	BLAINE	HAY	3,400
56	031	WY	PLATTE	HAY	18,195
27	105	MN	NOBLES	HAY	5,244
28	123	MS	SCOTT	HAY	191
35	027	NM	LINCOLN	HAY	(D)
37	119	NC	MECKLENBURG	HAY	1,159
13	099	GA	EARLY	HAY	(D)
35	045	NM	SAN JUAN	HAY	3,011
05	143	AR	WASHINGTON	HAY	69,276
01	109	AL	PIKE	HAY	11,583
26	077	MI	KALAMAZOO	HAY	1,477
47	043	TN	DICKSON	HAY	40
37	079	NC	GREENE	HAY	1,330
21	217	KY	TAYLOR	HAY	13,491
40	143	OK	TULSA	HAY	110
13	059	GA	CLARKE	HAY	483
51	029	VA	BUCKINGHAM	HAY	11,529
27	027	MN	CLAY	HAY	11,282
47	055	TN	GILES	HAY	84
22	095	LA	ST. JOHN THE BAPTIST	HAY	(D)
39	111	OH	MONROE	HAY	86
05	091	AR	MILLER	HAY	16,995
36	073	NY	ORLEANS	HAY	9
46	083	SD	LINCOLN	HAY	(D)
46	035	SD	DAVISON	HAY	14,644
28	101	MS	NEWTON	HAY	452
28	095	MS	MONROE	HAY	7,379
28	153	MS	WAYNE	HAY	8,815
12	111	FL	ST. LUCIE	SOD	(D)
22	055	LA	LAFAYETTE	SOD	214
31	055	NE	DOUGLAS	SOD	(D)
29	105	MO	LACLEDE	GRASSES & LEGUMES TOTALS	400
49	007	UT	CARBON	HAY	(D)
40	109	OK	OKLAHOMA	HAY	(D)
19	009	IA	AUDUBON	HAY	2,842
18	029	IN	DEARBORN	HAY	(D)
13	301	GA	WARREN	HAY	(D)
19	131	IA	MITCHELL	HAY	(D)
29	027	MO	CALLAWAY	HAY	31,336
28	065	MS	JEFFERSON DAVIS	HAY	5,417
28	071	MS	LAFAYETTE	SOD	(D)
39	151	OH	STARK	SOD	(D)
40	029	OK	COAL	GRASSES & LEGUMES TOTALS	(D)
01	089	AL	MADISON	HAY	342
41	005	OR	CLACKAMAS	HAY	273
46	039	SD	DEUEL	HAY	10,291
47	023	TN	CHESTER	HAY	(D)
38	037	ND	GRANT	HAY	1,105
28	115	MS	PONTOTOC	HAY	(D)
18	035	IN	DELAWARE	HAY	678
48	463	TX	UVALDE	HAY	2,595
36	123	NY	YATES	HAY	9,913
27	069	MN	KITTSON	HAY	12,822
12	121	FL	SUWANNEE	HAY	7,313
17	027	IL	CLINTON	HAY	3,507
48	245	TX	JEFFERSON	HAY	12,319
42	041	PA	CUMBERLAND	HAY	8,039
21	015	KY	BOONE	HAY	14,942
48	107	TX	CROSBY	HAY	(D)
48	191	TX	HALL	HAY	(D)
42	009	PA	BEDFORD	HAY	(D)
19	169	IA	STORY	HAY	(D)
49	003	UT	BOX ELDER	GRASSES & LEGUMES TOTALS	164
45	067	SC	MARION	HAY	1,323
30	029	MT	FLATHEAD	HAY	1,668
19	123	IA	MAHASKA	HAY	(D)
55	087	WI	OUTAGAMIE	HAY	1,740
08	065	CO	LAKE	HAY	(D)
20	179	KS	SHERIDAN	HAY	1,119
42	099	PA	PERRY	HAY	(D)
40	119	OK	PAYNE	HAY	968
08	029	CO	DELTA	HAY	22,159
51	093	VA	ISLE OF WIGHT	HAY	124
31	073	NE	GOSPER	HAY	3,800
45	017	SC	CALHOUN	HAY	(D)
28	103	MS	NOXUBEE	HAY	164
54	041	WV	LEWIS	HAY	68
24	037	MD	ST MARYS	HAY	3,080
20	179	KS	SHERIDAN	HAY	822
48	321	TX	MATAGORDA	HAY	20,113
47	123	TN	MONROE	HAY	30
13	169	GA	JONES	HAY	3,506
20	127	KS	MORRIS	HAY	(D)
38	055	ND	MCLEAN	HAY	19,304
27	085	MN	MCLEOD	SOD	(D)
41	071	OR	YAMHILL	HAY	7,961
48	237	TX	JACK	HAY	109
27	161	MN	WASECA	HAY	314
38	001	ND	ADAMS	HAY	33,517
45	001	SC	ABBEVILLE	HAY	11,541
17	111	IL	MCHENRY	HAY	5,312
05	045	AR	FAULKNER	HAY	36,613
45	063	SC	LEXINGTON	HAY	(D)
47	009	TN	BLOUNT	HAY	91
55	097	WI	PORTAGE	HAY	2,158
29	041	MO	CHARITON	HAY	2,604
23	007	ME	FRANKLIN	HAY	146
16	023	ID	BUTTE	HAY	39,156
28	077	MS	LAWRENCE	HAY	6,883
24	035	MD	QUEEN ANNES	HAY	1,009
20	083	KS	HODGEMAN	HAY	1,302
40	059	OK	HARPER	HAY	34,802
31	129	NE	NUCKOLLS	HAY	7,179
13	197	GA	MARION	HAY	111
31	179	NE	WAYNE	HAY	8,394
54	057	WV	MINERAL	HAY	780
51	083	VA	HALIFAX	HAY	17,780
27	011	MN	BIG STONE	HAY	4,067
46	011	SD	BROOKINGS	HAY	11,787
40	099	OK	MURRAY	HAY	82
55	105	WI	ROCK	GRASSES & LEGUMES TOTALS	(D)
31	097	NE	JOHNSON	HAY	448
47	111	TN	MACON	HAY	400
22	097	LA	SAINT LANDRY	SOD	(D)
30	045	MT	JUDITH BASIN	HAY	61,574
06	099	CA	STANISLAUS	GRASSES & LEGUMES TOTALS	400
41	047	OR	MARION	HAY	11,212
21	087	KY	GREEN	HAY	996
31	175	NE	VALLEY	HAY	1,001
34	019	NJ	HUNTERDON	HAY	2,554
19	129	IA	MILLS	HAY	3,837
42	089	PA	MONROE	HAY	2,671
28	079	MS	LEAKE	HAY	10,295
38	023	ND	DIVIDE	HAY	39,384
32	009	NV	ESMERALDA	HAY	9,981
54	085	WV	RITCHIE	HAY	11,348
29	123	MO	MADISON	HAY	17,271
51	125	VA	NELSON	HAY	12,531
22	091	LA	SAINT HELENA	HAY	(D)
25	017	MA	MIDDLESEX	HAY	(D)
26	005	MI	ALLEGAN	HAY	15,851
48	277	TX	LAMAR	HAY	52,450
05	111	AR	POINSETT	HAY	1,423
47	159	TN	SMITH	HAY	56
26	107	MI	MECOSTA	HAY	17,773
46	027	SD	CLAY	HAY	(D)
12	067	FL	LAFAYETTE	GRASSES & LEGUMES TOTALS	(D)
40	145	OK	WAGONER	HAY	470
47	101	TN	LEWIS	HAY	6,651
27	163	MN	WASHINGTON	HAY	(D)
47	121	TN	MEIGS	HAY	(D)
21	017	KY	BOURBON	SOD	(D)
18	063	IN	HENDRICKS	HAY	3,419
48	163	TX	FRIO	SOD	(D)
21	205	KY	ROWAN	HAY	5,750
51	003	VA	ALBEMARLE	HAY	22,983
08	113	CO	SAN MIGUEL	HAY	(D)
29	195	MO	SALINE	HAY	659
08	013	CO	BOULDER	HAY	13,953
48	125	TX	DICKENS	HAY	5,182
04	013	AZ	MARICOPA	HAY	105,571
10	001	DE	KENT	HAY	147
22	013	LA	BIENVILLE	HAY	2,479
27	151	MN	SWIFT	HAY	4,867
46	087	SD	MCCOOK	HAY	(D)
48	419	TX	SHELBY	HAY	516
28	003	MS	ALCORN	SOD	(D)
26	103	MI	MARQUETTE	HAY	4,277
29	227	MO	WORTH	HAY	(D)
05	065	AR	IZARD	HAY	23,595
40	113	OK	OSAGE	HAY	53,122
26	079	MI	KALKASKA	HAY	78
17	133	IL	MONROE	HAY	2,249
31	177	NE	WASHINGTON	HAY	12,890
16	047	ID	GOODING	HAY	28,754
21	209	KY	SCOTT	SOD	(D)
48	035	TX	BOSQUE	HAY	20,982
48	143	TX	ERATH	HAY	18
40	015	OK	CADDO	HAY	3,983
55	129	WI	WASHBURN	HAY	(D)
48	335	TX	MITCHELL	HAY	8,105
21	217	KY	TAYLOR	HAY	12,175
17	017	IL	CASS	HAY	1,218
40	089	OK	MCCURTAIN	HAY	38,716
40	073	OK	KINGFISHER	HAY	37,485
21	087	KY	GREEN	HAY	(D)
34	033	NJ	SALEM	SOD	(D)
12	051	FL	HENDRY	HAY	1,742
20	137	KS	NORTON	HAY	5,803
31	149	NE	ROCK	HAY	4,304
28	059	MS	JACKSON	HAY	29
42	027	PA	CENTRE	HAY	16,927
24	023	MD	GARRETT	HAY	(D)
18	103	IN	MIAMI	HAY	4,662
05	073	AR	LAFAYETTE	HAY	150
29	027	MO	CALLAWAY	HAY	(D)
08	035	CO	DOUGLAS	GRASSES & LEGUMES TOTALS	(D)
13	209	GA	MONTGOMERY	HAY	258
13	061	GA	CLAY	HAY	685
48	211	TX	HEMPHILL	HAY	7,024
37	185	NC	WARREN	HAY	(D)
13	023	GA	BLECKLEY	HAY	(D)
37	097	NC	IREDELL	HAY	122
06	063	CA	PLUMAS	HAY	(D)
13	287	GA	TURNER	HAY	310
20	001	KS	ALLEN	HAY	22,056
27	039	MN	DODGE	HAY	(D)
29	081	MO	HARRISON	HAY	5,587
29	225	MO	WEBSTER	GRASSES & LEGUMES TOTALS	(D)
53	061	WA	SNOHOMISH	HAY	4,570
05	131	AR	SEBASTIAN	HAY	23,024
36	033	NY	FRANKLIN	HAY	140
17	121	IL	MARION	HAY	(D)
01	055	AL	ETOWAH	HAY	52
08	033	CO	DOLORES	HAY	(D)
48	123	TX	DE WITT	HAY	256
53	063	WA	SPOKANE	HAY	57,373
45	089	SC	WILLIAMSBURG	HAY	22
32	015	NV	LANDER	HAY	34,167
47	173	TN	UNION	HAY	9,245
31	049	NE	DEUEL	HAY	917
20	145	KS	PAWNEE	HAY	15,358
29	021	MO	BUCHANAN	HAY	414
30	101	MT	TOOLE	HAY	2,204
36	109	NY	TOMPKINS	HAY	3,380
06	037	CA	LOS ANGELES	HAY	8,063
21	055	KY	CRITTENDEN	HAY	12,242
08	083	CO	MONTEZUMA	HAY	21,341
17	171	IL	SCOTT	HAY	(D)
28	129	MS	SMITH	HAY	12,654
48	215	TX	HIDALGO	HAY	7,388
17	155	IL	PUTNAM	HAY	(D)
28	129	MS	SMITH	HAY	(D)
08	123	CO	WELD	HAY	99,262
27	083	MN	LYON	HAY	6,275
48	307	TX	MCCULLOCH	HAY	(D)
13	065	GA	CLINCH	HAY	(D)
20	175	KS	SEWARD	HAY	3,691
28	003	MS	ALCORN	GRASSES & LEGUMES TOTALS	15
54	073	WV	PLEASANTS	HAY	376
55	043	WI	GRANT	HAY	52,744
20	057	KS	FORD	HAY	14,683
08	063	CO	KIT CARSON	HAY	8,307
28	117	MS	PRENTISS	HAY	5,795
48	257	TX	KAUFMAN	HAY	51,019
20	059	KS	FRANKLIN	HAY	25
49	051	UT	WASATCH	GRASSES & LEGUMES TOTALS	(D)
42	083	PA	MCKEAN	HAY	4,122
53	043	WA	LINCOLN	GRASSES & LEGUMES TOTALS	1,746
45	025	SC	CHESTERFIELD	HAY	141
27	125	MN	RED LAKE	HAY	5,088
21	169	KY	METCALFE	HAY	22,941
48	165	TX	GAINES	HAY	3,262
27	165	MN	WATONWAN	HAY	316
33	015	NH	ROCKINGHAM	HAY	(D)
47	005	TN	BENTON	HAY	(D)
04	025	AZ	YAVAPAI	HAY	1,447
21	235	KY	WHITLEY	GRASSES & LEGUMES TOTALS	(D)
21	057	KY	CUMBERLAND	HAY	653
18	115	IN	OHIO	HAY	2,852
34	037	NJ	SUSSEX	HAY	14,268
41	019	OR	DOUGLAS	HAY	6,521
17	035	IL	CUMBERLAND	HAY	905
45	057	SC	LANCASTER	HAY	9,067
13	241	GA	RABUN	HAY	(D)
29	159	MO	PETTIS	HAY	1,249
54	035	WV	JACKSON	HAY	21,956
01	099	AL	MONROE	HAY	7,042
06	035	CA	LASSEN	GRASSES & LEGUMES TOTALS	267
42	121	PA	VENANGO	HAY	(D)
13	319	GA	WILKINSON	HAY	(D)
16	073	ID	OWYHEE	GRASSES & LEGUMES TOTALS	1,822
21	225	KY	UNION	HAY	5,482
47	157	TN	SHELBY	HAY	(D)
42	111	PA	SOMERSET	HAY	(D)
49	011	UT	DAVIS	HAY	557
31	065	NE	FURNAS	HAY	53
05	049	AR	FULTON	HAY	70
08	045	CO	GARFIELD	SOD	(D)
22	023	LA	CAMERON	HAY	171
17	117	IL	MACOUPIN	HAY	110
53	067	WA	THURSTON	HAY	(D)
37	027	NC	CALDWELL	HAY	66
48	319	TX	MASON	HAY	15,052
